País,Parkinson,Contaminacion_aire,Exp_plomo,Muertes_agua,Pepticidas,Precipitaciones
Azerbaijan,45.794434,2.8195455,483.5763,783.82214,148.68,1236.1051
Azerbaijan,45.821487,2.829548,503.5214,746.8846,148.68,655.41956
Azerbaijan,45.87699,2.9095578,518.2418,704.38245,148.68,56.338493
Azerbaijan,45.85022,2.9180965,520.33997,657.5798,148.68,723.48376
Azerbaijan,46.12251,2.6113474,512.4105,610.69495,148.68,1720.8641
Azerbaijan,46.33615,2.3546648,500.1788,562.4319,148.68,794.4546
Azerbaijan,46.86485,2.1770148,495.55035,518.3294,148.68,545.37415
Azerbaijan,47.57414,2.1126127,495.996,474.34433,148.68,1024.9248
Azerbaijan,48.210228,1.9443938,498.55127,423.984,148.68,1738.0857
Azerbaijan,49.182896,1.6246783,493.00153,365.47888,148.68,24.908476
Azerbaijan,49.84395,1.5620099,504.953,322.5683,148.68,762.26733
Azerbaijan,50.642113,1.5198538,523.12335,293.71494,148.68,625.86475
Azerbaijan,51.426876,1.4852868,529.6934,271.9442,262.99,1198.3237
Azerbaijan,52.090885,1.3516698,539.81647,249.54237,316.18,1448.303
Azerbaijan,53.346626,1.3700559,532.0861,227.2463,333.85,3159.7886
Azerbaijan,54.645218,1.4300032,519.02026,207.47273,461.84,325.67297
Azerbaijan,56.173145,1.5707932,514.93,194.51266,516.35,81.867615
Azerbaijan,57.452686,1.5042161,506.48505,184.13002,489.8,1073.5518
Azerbaijan,58.13232,1.3664106,498.75146,176.48253,531.84,680.1212
Azerbaijan,58.817657,1.4586172,487.8664,168.91269,529.69,406.07706
Azerbaijan,59.259674,1.5644264,481.96707,161.98195,542.82,262.16547
Azerbaijan,59.720997,1.6893152,470.9999,155.1645,542.82,1280.5515
Azerbaijan,60.13899,1.6887631,463.48035,147.00156,542.82,185.66238
Azerbaijan,60.63685,1.6988418,452.24973,140.03787,542.82,1014.9738
Azerbaijan,61.834843,1.8293235,446.3644,134.45366,542.82,2404.0012
Azerbaijan,63.37612,1.8126558,441.7512,129.12076,542.82,322.66687
Azerbaijan,65.19249,1.7735789,408.47516,123.24202,542.82,2091.471
Azerbaijan,67.17739,1.804434,390.79883,117.31647,242.0,656.0981
Azerbaijan,69.2144,1.7768059,374.8994,103.78101,257.1,1759.8186
Georgia,89.48679,1.0272808,531.1073,124.07466,3404.4,1061.2299
Georgia,91.68149,0.6680512,561.5425,103.449,5607.7,1788.3439
Georgia,93.65015,0.4823527,593.3801,101.54616,8189.8,80.99227
Georgia,96.033295,0.47214478,595.6863,111.85949,8002.2,388.75244
Georgia,98.79439,0.4818252,613.27045,122.02672,10564.29,560.46454
Georgia,101.67669,0.4547324,619.3718,107.489655,3907.84,1495.9031
Georgia,104.182045,0.53218865,647.0588,89.91774,4179.7,1232.1234
Georgia,105.083,0.56109625,667.5621,82.8348,4706.65,1446.2494
Georgia,105.74096,0.5686377,689.67285,65.7684,4523.33,780.6216
Georgia,106.20848,0.5684809,712.6549,51.69646,4860.47,118.45487
Georgia,107.25031,0.6043564,721.02704,38.127544,4867.46,1081.5455
Georgia,109.47055,0.50950116,717.58813,33.336945,4901.42,1871.8191
Georgia,111.28762,0.60897464,707.8962,27.821423,4711.8,626.31635
Georgia,113.31343,0.8676032,700.11334,20.596693,3988.15,728.1085
Georgia,115.042694,0.9750477,701.898,17.396967,3.32,957.987
Georgia,117.089676,0.7019909,698.3772,13.557621,3.24,2443.1262
Georgia,119.48307,0.7258027,687.6588,10.707961,4.03,45.095924
Georgia,120.667534,0.8335431,689.6975,10.113051,3.68,694.1852
Georgia,120.951385,0.9415865,775.4574,9.706392,4.18,866.96204
Georgia,120.57396,0.8504186,725.6873,8.538923,4.61,1501.1091
Georgia,120.93918,0.8247534,707.9248,7.997043,5.04,1254.2568
Georgia,122.17247,1.0072161,681.0832,7.1947007,5.47,2916.2466
Georgia,123.22867,1.1186385,678.5218,6.8449926,5.9,371.47983
Georgia,124.018005,1.2426609,667.55206,6.1198826,4.95,150.65143
Georgia,124.45344,1.1762394,642.77576,5.350033,3.25,1255.021
Georgia,124.94365,1.1718609,618.2596,5.2868857,3.76,718.0754
Georgia,125.418945,1.2052658,598.05273,5.5484815,7.34,671.2445
Georgia,126.01605,1.2688571,555.0505,4.398771,13.36,311.1375
Georgia,126.519295,1.1879996,537.9777,3.708063,16.29,2009.4427
Georgia,127.21416,1.2589126,516.60754,3.3174129,16.66,454.52063
Georgia,129.47597,1.3432277,524.8279,3.1974835,14.12,874.10406
Kazakhstan,53.49715,4.7716517,307.98532,986.8238,1536.94,1494.8
Kazakhstan,53.81686,4.5665336,330.8869,936.6151,1969.43,3470.876
Kazakhstan,53.99827,4.6812387,358.07428,1011.74133,2262.97,233.49657
Kazakhstan,54.311714,4.996748,410.3155,975.0659,2384.53,468.26483
Kazakhstan,54.61987,5.333718,444.24673,946.9004,2034.18,1669.8367
Kazakhstan,54.823967,5.7624717,486.4094,874.51447,1449.71,1337.0641
Kazakhstan,55.057827,5.4057536,491.1065,743.7887,1030.47,600.00256
Kazakhstan,55.30256,4.9897704,483.0993,698.8361,1110.0,1309.167
Kazakhstan,55.801754,4.3900394,472.36194,506.32968,1341.3,281.18225
Kazakhstan,56.415222,3.7144806,463.94217,403.41193,1493.35,1632.9246
Kazakhstan,57.042034,4.261599,472.2994,319.02612,1410.99,713.30853
Kazakhstan,58.01621,3.9260972,473.96057,248.37114,1369.8,1650.4747
Kazakhstan,59.20377,3.730737,477.91513,189.13164,2418.0,284.3202
Kazakhstan,60.49741,3.783967,493.70456,152.5584,2200.86,1550.5181
Kazakhstan,61.480835,3.4247587,480.7874,136.34468,1983.72,743.4657
Kazakhstan,62.194553,3.250217,475.69598,120.47937,1766.59,1154.3005
Kazakhstan,63.004604,2.7905893,466.81332,123.95307,1549.45,1735.4636
Kazakhstan,63.974815,3.0160475,457.697,119.94294,1332.31,1475.9275
Kazakhstan,64.96315,2.8922582,423.07797,123.59277,1115.17,1574.1373
Kazakhstan,65.581406,3.0588288,384.13913,97.30635,898.04,1365.3374
Kazakhstan,65.96911,2.9128058,374.86334,78.4397,680.9,240.82977
Kazakhstan,66.38323,3.5860775,349.34317,64.68553,609.6,749.563
Kazakhstan,67.13872,4.138481,329.01642,47.77558,733.2,211.27293
Kazakhstan,67.94336,3.9934428,305.2037,37.300934,1302.6,912.30396
Kazakhstan,68.52858,3.4335132,287.61722,30.018143,1321.3,1608.38
Kazakhstan,69.25402,3.7983904,276.99866,32.204613,1081.1,842.60767
Kazakhstan,71.11115,4.2712436,269.74683,28.145926,796.0,20.980955
Kazakhstan,74.54501,4.6592593,257.92914,24.11285,1026.2,1087.3555
Kazakhstan,78.10267,3.9653895,253.49397,23.402071,662.8,812.51825
Kazakhstan,80.59506,3.9325862,247.93953,23.48312,266.8,1487.4153
Kazakhstan,81.187515,3.832151,246.85155,21.703993,350.1,268.68088
Kiribati,32.336246,2.7564452,343.61148,49.28738,79098.64,871.08026
Kiribati,32.176723,2.8673918,346.14984,47.920757,76021.84,1067.2012
Kiribati,32.04066,2.7667017,350.6683,46.261074,78319.1,19.824833
Kiribati,31.923355,2.9017842,356.8429,44.596935,79500.2,465.13965
Kiribati,31.8195,2.6670299,357.43057,42.607014,91089.16,3675.3198
Kiribati,31.741863,2.6659424,359.04608,40.83959,92696.24,3807.6362
Kiribati,31.747467,2.8091054,360.4708,39.387127,92408.22,1394.1246
Kiribati,31.841837,3.0534468,362.01587,37.689808,92525.96,2271.4502
Kiribati,32.004967,3.0120564,362.6761,36.283726,103455.13,2546.269
Kiribati,32.18126,2.6776252,363.46304,35.809834,98350.28,891.2628
Kiribati,32.340935,1.9766672,363.8096,34.559113,21.0,725.71533
Kiribati,32.56188,1.9189188,360.63464,33.20088,21.0,1399.7625
Kiribati,32.856472,1.5518693,359.19095,31.88473,21.0,22.71332
Kiribati,33.159866,1.8101832,357.55167,30.635527,46.0,944.28503
Kiribati,33.37149,2.1400046,355.8249,29.698591,35.59,588.9127
Kiribati,33.46159,3.3094478,353.71982,29.07135,25.19,1864.4694
Kiribati,33.43472,4.393131,352.3735,28.941547,14.79,167.91916
Kiribati,33.30367,4.1477227,350.5501,29.416555,4.38,1296.9628
Kiribati,33.170765,3.2199361,349.6181,29.659311,0.66,2876.367
Kiribati,33.082966,2.5711818,348.27612,30.27286,0.97,43.723446
Kiribati,33.19527,2.9414978,346.76553,30.879818,1.28,538.3519
Kiribati,33.669006,3.6928723,345.58844,31.380466,1.79,880.7517
Kiribati,34.386,4.1343856,342.72714,31.279324,2.3,1256.5243
Kiribati,35.231,4.6965127,339.86783,31.282663,2.81,2886.2239
Kiribati,36.015354,4.7847896,337.4172,31.260538,3.31,878.6415
Kiribati,36.685432,4.7608094,334.56467,30.283176,3.82,1236.1888
Kiribati,37.339596,4.1086655,331.29266,29.679417,4.33,3048.851
Kiribati,38.002083,3.6241868,327.95917,29.166248,0.44,356.86108
Kiribati,38.707386,5.1448545,323.5248,28.5182,0.07,596.19196
Kiribati,39.454803,5.4743233,319.49728,27.910465,25.67,1635.1129
Kiribati,41.56447,5.8316936,315.70108,27.769804,1.83,1230.5676
Kyrgyzstan,43.872322,14.348069,418.7295,463.73956,1510.12,782.2263
Kyrgyzstan,43.779907,13.659707,435.76868,446.86035,1724.62,1681.6213
Kyrgyzstan,43.418262,13.386778,464.9231,455.31757,1478.43,226.17117
Kyrgyzstan,43.207733,13.635043,509.50363,415.48468,1586.99,1003.3154
Kyrgyzstan,42.981216,14.733354,541.2421,411.03387,1650.65,679.6611
Kyrgyzstan,42.692894,15.028036,546.51855,392.13892,1900.41,1129.2341
Kyrgyzstan,42.550724,14.116157,538.952,355.9014,1984.43,1575.5125
Kyrgyzstan,42.174213,13.30158,535.9812,389.68573,1822.85,1824.179
Kyrgyzstan,42.074802,12.435742,536.3314,374.93045,12668.13,1118.378
Kyrgyzstan,41.909218,12.26433,535.87787,349.24954,12124.92,1493.4058
Kyrgyzstan,41.683388,12.14316,549.6217,288.6189,11475.5,151.28033
Kyrgyzstan,41.482246,10.458129,555.71765,249.96162,10289.51,762.8634
Kyrgyzstan,40.89415,10.720737,568.9092,208.37514,12476.93,139.62396
Kyrgyzstan,40.383953,11.399165,577.7954,166.36406,13112.72,1219.4194
Kyrgyzstan,39.779408,10.658966,579.6024,148.52327,13849.74,1831.4495
Kyrgyzstan,39.342968,10.00859,592.6208,147.11995,13668.47,614.4134
Kyrgyzstan,39.16589,9.249643,601.09247,152.66838,14301.85,138.67714
Kyrgyzstan,38.953274,10.298604,598.5036,149.74568,15281.14,1012.6398
Kyrgyzstan,38.8324,9.98013,585.4813,139.49702,15864.12,931.55786
Kyrgyzstan,38.512966,8.30476,563.4738,117.38421,15305.11,1337.8915
Kyrgyzstan,38.207607,6.689781,551.302,101.658066,17585.31,223.2855
Kyrgyzstan,38.13783,6.1593723,549.15533,100.571304,20217.26,1457.0881
Kyrgyzstan,38.334896,6.1692266,542.09625,89.52685,23873.77,2043.4902
Kyrgyzstan,38.672447,5.742907,516.236,74.43346,26405.42,2081.2373
Kyrgyzstan,38.86643,5.055358,496.71167,72.819275,32331.29,375.59717
Kyrgyzstan,39.027035,5.1980596,489.4992,70.98413,34807.11,1061.23
Kyrgyzstan,39.2581,5.422575,469.26233,56.239975,35517.68,254.03177
Kyrgyzstan,39.790585,5.821647,465.34964,43.045074,39113.1,1050.3405
Kyrgyzstan,40.444073,4.4155855,439.57727,38.450386,43003.1,562.4314
Kyrgyzstan,41.121304,4.290344,423.32123,37.400997,46499.1,690.213
Kyrgyzstan,42.31946,4.2774463,415.31158,34.37398,46298.85,335.5672
Mongolia,30.409046,4.2479615,731.40326,147.69093,476.59,143.06706
Mongolia,29.682981,4.685592,787.12244,136.28581,502.59,885.2694
Mongolia,28.874815,4.8106804,820.7945,125.580666,528.59,3012.6484
Mongolia,28.117735,4.722967,826.5934,115.89753,554.58,21.219618
Mongolia,27.513195,4.2718053,784.15015,105.6918,580.58,1185.3577
Mongolia,27.139511,4.536025,838.2516,94.67442,1154.85,2794.798
Mongolia,26.86497,4.558333,868.2363,90.94053,1729.11,290.3928
Mongolia,26.505299,4.5592628,870.5287,77.062904,2215.53,754.7973
Mongolia,26.226185,4.5036235,858.97205,69.70683,2932.57,968.0447
Mongolia,25.967764,4.688999,855.3158,63.63386,3048.16,589.0467
Mongolia,25.946957,4.5083694,852.8765,58.30732,209.08,1048.3678
Mongolia,26.153383,4.28319,870.7012,50.2883,114.0,2082.822
Mongolia,26.347593,3.8295019,862.21545,45.049248,151.18,729.64276
Mongolia,26.692905,3.5852509,845.00397,41.474274,160.33,876.2243
Mongolia,27.009962,3.422631,820.56726,38.474854,190.0,1322.6768
Mongolia,27.45291,3.2554464,801.32996,36.1501,264.76,1975.8125
Mongolia,28.03982,3.087626,770.4987,35.136555,137.24,685.55237
Mongolia,28.59989,2.8496504,727.91016,35.000053,145.54,1242.9868
Mongolia,29.288328,2.7432258,699.5721,35.105137,282.88,720.4842
Mongolia,29.818174,2.8189547,704.74036,33.632908,420.21,1307.058
Mongolia,30.364416,2.7171595,684.91785,32.00006,557.55,751.8641
Mongolia,30.92888,2.5864477,657.4829,30.997276,694.89,435.10028
Mongolia,31.342493,2.053251,621.9866,30.949503,949.06,1620.2286
Mongolia,31.847353,1.7290659,594.9433,29.127481,858.94,1776.086
Mongolia,32.308014,1.6784012,558.24896,27.084103,1042.39,1392.0933
Mongolia,32.92833,1.9199435,544.4051,23.016687,1448.85,1682.3723
Mongolia,33.774776,2.1097863,521.8073,21.315895,3872.16,730.9755
Mongolia,34.785847,2.0297923,495.47986,20.885365,3329.67,1372.2344
Mongolia,36.046734,1.7416567,476.81833,19.609941,2210.38,1411.4248
Mongolia,37.257904,1.652268,453.9531,18.742685,1091.08,1493.1212
Mongolia,38.599094,1.5263141,428.6342,15.785389,3340.09,686.37726
Sri Lanka,39.24626,0.7011622,282.5302,2427.8435,130.22,963.6621
Sri Lanka,40.353733,0.75626564,267.15146,2131.749,130.22,1662.5453
Sri Lanka,41.53733,0.7639564,268.35443,1958.4984,130.22,2244.0396
Sri Lanka,42.846844,0.7208026,258.71417,1783.8755,130.22,1318.841
Sri Lanka,44.24601,0.7140592,266.73083,1638.3209,130.22,1722.6917
Sri Lanka,45.6607,0.9038336,275.0176,1461.2976,130.1,187.92896
Sri Lanka,47.185715,0.99666893,278.0528,1352.8213,129.85,758.93677
Sri Lanka,48.77652,1.1443201,292.86224,1240.233,129.47,150.3878
Sri Lanka,50.43439,1.0375929,284.56186,1107.4137,129.1,1302.9728
Sri Lanka,52.03422,1.3737526,287.0682,997.9698,128.73,1702.5542
Sri Lanka,53.462738,1.208758,286.59045,923.3291,128.35,698.76044
Sri Lanka,54.775467,1.2566998,273.25183,847.3984,127.98,29.489086
Sri Lanka,56.02014,0.9830852,268.2294,784.0987,127.61,874.48865
Sri Lanka,57.283222,1.214411,271.52545,742.16785,127.24,802.92334
Sri Lanka,58.39628,1.1052542,266.66794,726.61865,126.86,1253.9534
Sri Lanka,59.617702,1.3407781,274.14035,728.7332,126.49,221.03
Sri Lanka,61.402485,1.347026,268.1254,705.912,126.12,2228.4646
Sri Lanka,63.649593,1.6583148,259.9771,676.9382,125.74,2672.0745
Sri Lanka,66.31604,1.3028281,259.3222,662.4994,125.37,2169.1658
Sri Lanka,69.117645,0.8094494,249.32095,644.3634,125.0,242.42468
Sri Lanka,71.8332,1.0554206,240.25711,618.77655,124.62,1089.3351
Sri Lanka,74.55783,1.6392668,239.66254,602.94653,147.0,181.25815
Sri Lanka,77.365326,2.3333912,229.99655,582.2337,309.01,1201.8276
Sri Lanka,80.45386,2.468689,229.66339,574.87274,386.46,800.9552
Sri Lanka,83.60278,2.049672,224.71251,561.39685,468.83,1033.2451
Sri Lanka,86.706795,2.6751342,221.0935,551.53015,439.21,350.08728
Sri Lanka,89.89877,2.2496233,212.83311,541.7572,570.25,871.21857
Sri Lanka,93.061165,2.4504843,209.40059,542.4005,635.77,82.46702
Sri Lanka,96.63385,2.9968653,204.47281,542.68933,20.0,2369.8025
Sri Lanka,100.62088,3.1429865,196.07469,541.53674,20.0,882.8163
Sri Lanka,107.98627,3.0623567,177.49103,492.79074,20.0,1232.9161
Tajikistan,38.089584,8.492396,655.87463,2054.6243,27328.0,628.0244
Tajikistan,38.29703,8.339631,683.59534,2058.206,30286.0,66.71332
Tajikistan,37.976147,8.432934,735.8131,2090.7893,34431.0,976.55945
Tajikistan,37.708202,8.228365,744.59546,2119.368,30162.0,811.2086
Tajikistan,37.451736,8.673418,801.0027,2114.331,33089.0,1092.3903
Tajikistan,36.940197,8.800372,807.95386,2104.9578,33471.0,226.09515
Tajikistan,36.92473,8.078417,770.92596,2083.8245,25539.0,2622.4062
Tajikistan,36.774975,7.261179,743.62946,2037.8462,27915.0,2215.1433
Tajikistan,36.888523,7.0638037,754.2729,1994.328,33075.0,2231.4158
Tajikistan,36.986244,7.1935854,761.28546,1938.0378,28831.0,314.45898
Tajikistan,36.987732,7.1048393,765.92615,1862.1318,40332.0,1078.944
Tajikistan,37.289104,6.3654985,778.72876,1755.4663,27421.0,136.35944
Tajikistan,37.195297,6.085535,793.04584,1628.2461,48715.51,1091.9188
Tajikistan,37.33332,6.1939325,800.7547,1509.7461,37640.2,791.4851
Tajikistan,37.38827,6.130142,813.5555,1397.2217,37651.15,918.4909
Tajikistan,37.36308,6.222196,839.60956,1295.9661,38554.69,348.4212
Tajikistan,37.757534,6.0705214,852.4141,1250.1381,39534.43,1417.2703
Tajikistan,38.099525,7.382281,870.95166,1205.979,42610.59,73.53466
Tajikistan,38.6239,7.6151547,865.339,1166.1952,39440.0,2636.4995
Tajikistan,38.852474,7.0294375,852.7094,1142.0774,39722.72,1093.6527
Tajikistan,38.89476,5.7006235,803.69086,1107.135,39026.0,1103.3508
Tajikistan,38.902767,5.152906,775.5841,1084.2023,49961.21,939.0221
Tajikistan,38.63534,4.993803,738.1884,1066.6476,53874.96,914.90936
Tajikistan,38.53006,4.654327,682.8411,1052.4303,59921.96,858.9137
Tajikistan,38.406696,4.230255,668.7881,1032.272,51190.44,848.19006
Tajikistan,38.71292,4.4103684,650.3948,907.0505,53490.03,446.68317
Tajikistan,39.526077,4.613552,633.3835,877.27905,52875.64,1373.5446
Tajikistan,40.71622,4.92596,606.6386,843.92114,52963.0,505.58636
Tajikistan,42.067066,4.0785613,592.15796,822.21625,730.77,843.364
Tajikistan,43.24573,3.931768,575.908,822.5857,730.77,33.496857
Tajikistan,43.99983,3.875363,569.07794,773.6522,730.77,1704.6545
East Timor,16.397305,0.8788178,839.2985,786.2289,354440.03,871.8468
East Timor,16.629572,0.9053797,838.0773,748.0576,353069.0,386.31305
East Timor,16.963766,0.8296843,836.05005,703.9331,361648.53,667.16565
East Timor,17.377008,1.0142735,832.26953,658.5911,373432.88,1150.1322
East Timor,17.852106,0.913269,825.78766,609.6408,388756.22,962.9953
East Timor,18.53753,0.86587065,815.63635,559.32416,401461.62,155.62898
East Timor,19.307426,1.0451877,803.92114,509.84714,408797.56,780.31335
East Timor,20.231485,0.9495665,791.41296,463.42352,415174.97,3400.0042
East Timor,21.229698,1.0678,788.839,421.37918,415972.5,15.066537
East Timor,22.218878,0.7022036,792.84045,396.56497,416762.28,1285.5416
East Timor,23.276226,0.57003695,791.0455,368.11728,423238.62,2630.9714
East Timor,24.175419,0.50142217,786.3199,331.4665,423654.53,237.97043
East Timor,25.051914,0.43567452,778.96124,301.50137,424167.1,691.13116
East Timor,25.888773,0.64758915,786.6012,283.06113,421855.7,937.7638
East Timor,26.6904,0.65537006,779.6976,245.9024,411730.97,652.412
East Timor,27.855633,0.79746825,774.5651,224.60747,398658.9,1342.7386
East Timor,29.000635,0.833324,773.4256,196.89038,369345.53,1792.2317
East Timor,30.329042,0.7699497,774.84143,178.25513,346399.5,831.87006
East Timor,31.675987,0.7761,773.0286,156.37091,329393.84,950.7198
East Timor,32.876484,0.5989527,789.6261,146.83798,317781.28,1247.9418
East Timor,34.64964,0.890982,787.7844,137.63289,311077.16,1835.7703
East Timor,35.63045,1.3801401,811.94806,134.39229,143377.77,727.5075
East Timor,36.481686,1.840337,823.8676,129.50471,139333.77,1220.7112
East Timor,37.11662,1.9393951,833.4221,123.63093,139745.92,802.5679
East Timor,37.509895,1.7263525,838.4503,120.66382,146888.67,979.2766
East Timor,39.04458,1.3994117,825.9112,118.004906,139641.8,865.68
East Timor,39.662663,1.0994382,820.81494,116.5161,131038.5,414.77036
East Timor,40.260456,0.44638035,818.2902,114.95303,122897.17,1742.4297
East Timor,40.67261,1.5444201,816.5192,114.36263,112788.16,1698.1158
East Timor,40.791756,1.630734,814.4178,109.39947,108243.33,1553.9565
East Timor,42.28683,1.6942832,803.17126,109.91607,100117.29,1809.4967
Turkmenistan,29.11342,4.9173217,420.9116,965.3763,71.71,710.6444
Turkmenistan,28.935154,4.6171713,448.56735,967.51776,68.98,1488.703
Turkmenistan,28.771366,4.2016435,466.29385,993.572,66.25,1206.1223
Turkmenistan,28.58468,4.087445,542.6507,1016.44745,64.7,3661.7627
Turkmenistan,28.3825,4.3033204,564.493,997.00275,64.32,260.0369
Turkmenistan,28.291157,4.157882,559.94196,979.64056,65.12,144.37646
Turkmenistan,28.270475,4.006558,579.8672,904.92395,65.92,1063.9592
Turkmenistan,28.292873,3.5207243,572.6983,801.77997,66.73,1205.327
Turkmenistan,28.42008,3.1439865,556.20636,683.06396,67.53,122.340164
Turkmenistan,28.699804,2.640123,515.64075,583.70166,73.19,850.35156
Turkmenistan,29.1388,2.2469141,527.19415,488.71878,79.25,1332.5476
Turkmenistan,29.723925,1.7747401,534.2166,403.03168,85.7,1759.5562
Turkmenistan,30.401407,1.6277174,559.56665,320.5,70.92,51.21682
Turkmenistan,31.080454,1.666024,581.22,248.09471,47.61,299.3504
Turkmenistan,31.681112,1.6309211,607.2125,197.75526,23.63,607.7956
Turkmenistan,32.14125,1.6957481,632.7364,187.86491,15.78,388.2799
Turkmenistan,32.55419,1.5712365,620.7038,164.60611,15.78,863.8384
Turkmenistan,33.021538,1.697493,602.137,145.77876,15.78,917.9422
Turkmenistan,33.547737,1.5134279,562.25903,139.88652,15.78,814.7563
Turkmenistan,34.15454,1.1383042,498.7353,125.16117,15.78,61.29449
Turkmenistan,34.831295,0.81241065,470.63318,104.05465,15.78,871.996
Turkmenistan,35.521835,0.7974947,465.78345,84.97949,15.78,2114.555
Turkmenistan,36.189556,0.84701395,460.50793,55.89033,15.78,893.13416
Turkmenistan,36.84405,1.0220873,464.6802,48.809105,15.78,431.9928
Turkmenistan,37.491074,1.0245503,463.95212,36.09485,15.78,926.578
Turkmenistan,38.246902,1.0846382,460.0445,37.252045,15.78,2589.106
Turkmenistan,39.411625,1.1264482,450.20166,36.261993,1.73,29.424967
Turkmenistan,41.001415,1.1863652,447.19632,35.86982,1.73,900.51917
Turkmenistan,42.779716,1.0983089,440.59827,32.66076,1.73,856.991
Turkmenistan,44.5068,1.111281,436.96136,30.78641,1.73,1426.7931
Turkmenistan,45.24943,1.1100022,429.77032,28.919153,1.73,1506.1094
Armenia,51.49519,4.746122,368.54645,198.35886,8.0,414.17914
Armenia,52.476536,4.47542,395.2972,189.10925,8.0,1345.5475
